"Name,Checked Out By,Checked Out In,Revision,Modified,Doc ID"
"Levelling foot with threaded stud GN 343.6-60-M16-80-KR (0),galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\Elesa+Ganter\Leveling Element\GN 343.6-60-M16-80-KR,-,25/04/2022 10:51:32,"
"Levelling foot with threaded stud GN 343.6-60-M16-80-KR (0).x_b,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\Elesa+Ganter\Leveling Element\GN 343.6-60-M16-80-KR,,25/04/2022 10:45:57,"
"Part3.1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,18/07/2022 07:08:59,"
"Driving Shaft,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1,-,08/09/2022 14:38:53,"
"Table Structure Assy,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\A0 - כללי\14 - שולחן למאזניים,-,25/04/2022 11:58:15,"
"מבנה אנליזה,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\A0 - כללי\14 - שולחן למאזניים,-,20/04/2022 15:26:44,"
"Granite Table Assy,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\A0 - כללי\14 - שולחן למאזניים,-,25/04/2022 11:58:15,"
"Table Structure,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\A0 - כללי\14 - שולחן למאזניים,-,25/04/2022 11:58:14,"
"Granite Wall,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\A0 - כללי\14 - שולחן למאזניים,-,25/04/2022 11:37:16,"
"Granite,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\LA - מעבדה\A0 - כללי\14 - שולחן למאזניים,-,25/04/2022 10:51:26,"
"Part98797,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig,-,20/10/2022 08:06:37,"
"Upper Part2^Assem2 Op2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig,-,20/10/2022 10:12:18,"
"Part1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\41 - CAI Final Assembly Device\New Product\Test,-,31/10/2022 07:40:56,"
"Part3,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\41 - CAI Final Assembly Device\New Product\Test,-,31/10/2022 07:41:08,"
"M8x120mm McMSTR-91292A523,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"M8 NUT McMSTR 91828A410,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"M4x50mm McMSTR 91292A140,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"CAI SPRING,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"BODY-CAP-PRSS-170722,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"BODY-CAP-BASE-170722,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"BODY CAP PRESS -140722,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"BODY CAP FIXTURE -140722,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"BODY CAP BASE,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"ASSM BODY CAP-170722,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"ASSM BODY CAP FIXTURE -170722.x_t,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,,31/07/2022 10:26:50,"
"ASSM BODY CAP FIXTURE -140722.x_t,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,,31/07/2022 10:26:50,"
"ASSM BODY CAP FIXTURE -140722,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"M8x150mm McMSTR-91292A529,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\99 - T0 Ziv Jigs\ASSM BODY CAP FIXTURE -170722\SW,-,31/07/2022 10:26:50,"
"Part2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\42 - CAI Rear Sub Assembly\02 PR Slider,-,12/12/2022 11:47:13,"
"E3010376753,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Old Ver 1,-,13/11/2022 11:13:58,"
"Press Jig Assy,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig,-,19/10/2022 12:09:14,"
"Jig Base,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,06/07/2022 16:46:18,"
"_ShiEAI Rear Assy v2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\43 - EAI Rear Assy 2.25 Jig\02 - Rear Assy Platform\CopyDesignTemp,-,14/11/2022 08:26:48,"
"Flexi-Q EAI 100  - Production Means URS,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\Production Appendices\URS'S,,17/11/2022 18:29:41,"
"Assem2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\02 - Front Plug & Safety Cover Assy Jig,-,10/08/2022 09:18:40,"
"Right Lever,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig,-,22/08/2022 13:07:50,"
"Lever Test,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig,-,10/08/2022 18:07:13,"
"Master Form Production Means URS,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\Production Appendices,,21/11/2022 09:51:48,"
"E3010175339 V2,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig,-,31/08/2022 14:39:08,"
"MHS151200_32_7_0_0_S1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\IKO\SOLIDWORKS,-,06/12/2022 08:19:40,"
"URS_machine 228 28.04.22 _,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\Production Appendices\דוגמאות של URS,,21/11/2022 10:14:41,"
"MHS151200_32_7_0_0_S1_3,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\IKO\SOLIDWORKS,-,06/12/2022 08:19:40,"
"MHS151200_32_7_0_0_S1_5,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\IKO\SOLIDWORKS,-,06/12/2022 08:19:40,"
"IKO_MHS15120032700S1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\IKO,,06/12/2022 08:19:27,"
"192031,galei,E3D-GAL   C:\ePDM_Elcam\Products\ProductsFolders\E3D\CAI\192031,,15/08/2022 07:08:15,"
"192028,galei,E3D-GAL   C:\ePDM_Elcam\Products\ProductsFolders\E3D\CAI\192028,,15/08/2022 07:09:46,"
"Part1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig,-,15/08/2022 07:14:40,"
"Upper Body Snap Holder,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\06 - מערך הרכבת I3D\51 - EAI Final Assembly Device,-,11/07/2022 08:34:45,"
"Left Lever,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig,-,16/08/2022 15:15:17,"
"הצעת מחיר 775729,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig\הצעות מחיר,,17/08/2022 07:33:55,"
"RE_ 522-539303    בקשת הצעת מחיר + זמן אספקה,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig\הצעות מחיר,-,17/08/2022 07:33:55,Doc-265308"
"Current Order _ McMaster-Carr16.8.22,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\01 - Press Jig\הצעות מחיר,,17/08/2022 07:33:55,"
"Stainless Steel-Toggle clamp GN 820.2-75-MFC-NI (closed).x_b,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\Imported Models\Elesa+Ganter\Power Clamps\GN 812.1\GN820.2-75-MFC-NI,,17/08/2022 07:42:58,"
"sgmjv_01a_a61_key,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\Yaskawa SGMJV-01\SOLID-SGMJV-01 Files\SolidWorks,-,03/10/2022 15:54:43,"
"sgmjv_01a_a61_base.prt.1,galei,E3D-GAL   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\E3 - E3D\01 - Flexi-Q EAI 100 for Epinephrine\03 - Torque Test Stand\Purchase Items\Yaskawa SGMJV-01\SOLID-SGMJV-01 Files\ProE,,03/10/2022 15:54:43,"
"522507 45 מידחק צדיק  לואר קצר קונוס אטימה ארוך    SAFET 3  נק מדידת קונוס אטימה,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\Design Verification\קונוס אטימה   ומודלים,-,26/12/2022 13:07:55,Doc-271497"
"522506,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\Design Verification\קונוס אטימה   ומודלים,-,26/12/2022 15:29:36,Doc-271558"
"נספח 14 לנוהל 3-06-16 -  1.1.23הוצאת מוצרים מתיק סדרה  SAFE T3 תכן אטימה קצר וארוך,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\DRAFTS,,01/01/2023 19:27:18,"
"525303  4 ports femals   small bore in out  old gate smal radius,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0595-Multi-Use HP STP for ACIST\5-Design v&v\alex,-,28/06/2022 11:24:35,Doc-141354"
"SOP 4-01-02 Appendix 10E - Product requirements document  12.2.23-HadeelsNotes,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0573- Safe Disconnect Valve\2-Design input\Product Specifications,,14/02/2023 13:41:54,"
"PRJ-0573 Safe Disconnect  4-01-02 -  PDR Design Review Minutes,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0573- Safe Disconnect Valve\3-Design reviews\Design Reviews,-,14/02/2023 11:28:22,Doc-274648"
"PRJ-0573-Safe Disconnect Valve-meeting minutes-03.08.2022 - ( בסיס ל PDR),gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0573- Safe Disconnect Valve\3-Design reviews\Design Reviews,,14/02/2023 11:26:47,"
"PRJ-0664 BD INTELLIPORT- Design Verification & Validation Plan,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0664-BD-INTELLIPORT 3W STP\5-Design v&v\Design Verification,-,27/12/2022 18:35:15,Doc-271243"
"522507 45 מידחק צדיק  לואר קצר  SAFET 3 נק מדידה לקונוס אטימה,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\Design Verification\קונוס אטימה   ומודלים,-,26/12/2022 13:35:26,Doc-271507"
"522507 45 מידחק צדיק  לואר קצר  SAFET 3 נק מדידה לקונוס אטימה,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\Design Verification\קונוס אטימה   ומודלים,-,26/12/2022 14:53:53,Doc-271543"
"522507 45 מידחק צדיק  לואר קצר  SAFET 3 נק מדידה לקונוס אטימה סימון,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\Design Verification\קונוס אטימה   ומודלים,-,26/12/2022 14:57:54,Doc-271544"
"PRJ-0664 BD INTELLIPORT- Design Review Minutes-CDR,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0664-BD-INTELLIPORT 3W STP\3-Design reviews\Design Reviews\DRAFTS,-,04/12/2022 15:04:06,Doc-269084"
"2201315201 תכן אטימה ארוך    SAFET 3,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\Design Verification\קונוס אטימה   ומודלים,-,26/12/2022 15:09:19,Doc-271552"
"SOP 4-01-02 Appendix 10E - Product requirements document   22.1.23,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0573- Safe Disconnect Valve\2-Design input\Product Specifications\obsolete,,22/01/2023 10:15:36,"
"השוואת מידות גופיםSAFET3,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\DRAFTS,,30/01/2023 15:14:29,"
"522507 45 מידחק צדיק  לואר קצר קונוס אטימה ארוך    SAFET 3  נק מדידת קונוס אטימה,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\Design Verification\קונוס אטימה   ומודלים,-,26/12/2022 15:00:11,Doc-271545"
"522507 45 מידחק צדיק  לואר קצר קונוס אטימה ארוך    SAFET 3  נק מדידת קונוס אטימה סימון,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\Design Verification\קונוס אטימה   ומודלים,-,26/12/2022 15:03:42,Doc-271546"
"תכן אטימה קצר 2201315301  SAFET 3,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\Design Verification\קונוס אטימה   ומודלים,-,26/12/2022 15:07:51,Doc-271549"
"SOP 4-01-02 Appendix 10E - Product requirements document   22.1.23  ממיכה,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0573- Safe Disconnect Valve\2-Design input\Product Specifications\obsolete,,26/01/2023 11:06:17,"
"522506   2213366420,gilad.m,ENG-GILADM-HPZ   C:\ePDM_Elcam\Projects\PRJ-0608-SafeT3\5-Design v&v\Design Verification\קונוס אטימה   ומודלים,-,26/12/2022 15:31:00,Doc-271559"
"Production-600508-fd-20-01-2020-,gloria.m,INJ-TECH-SHIFT   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-600508,1,20/01/2020 12:18:00,Doc-169074"
"Production-תחילת יצור-FD-02-07-2019-2,gloria.m,INJ-TECH-SHIFT   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-תחילת יצור,1,02/07/2019 10:17:59,Doc-151876"
"Production-תחילת יצור-fd-02-07-2019-,gloria.m,INJ-TECH-SHIFT   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-תחילת יצור,1,02/07/2019 10:10:44,Doc-151875"
"Production-תחיל יצור -fd-02-07-2019-,gloria.m,INJ-TECH-SHIFT   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-תחיל יצור,1,02/07/2019 10:10:08,Doc-151874"
"Production-612011-mount plate-05-01-2022-,gloria.m,INJ-TECH   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-612011,1,05/01/2022 07:01:04,Doc-248296"
"DA-0235-531033-טופס חריגה מחלון עבודה,gloria.m,INJ-GLORIA-HP   C:\ePDM_Elcam\Documents\Injection\Master plan deviation approval\DA-0235-531033,1,02/11/2022 06:47:13,Doc-267871"
"Production-600510-flush device-24-06-2019-,gloria.m,INJ-TECH-SHIFT   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-600510,1,24/06/2019 13:54:52,Doc-151597"
"Production-531116-snp-14-04-2020-,gloria.m,INJ-TECH-SHIFT   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-531116,1,14/04/2020 11:34:58,Doc-174246"
"Production-531116-snaped-14-04-2020-,gloria.m,INJ-TECH-SHIFT   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-531116,1,14/04/2020 11:32:59,Doc-174245"
"Production-610902-פקק-09-03-2020-2,gloria.m,INJ-TECH-SHIFT   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-610902,1,10/03/2020 08:25:16,Doc-172224"
"Production-610902-פקק-09-03-2020-,gloria.m,INJ-TECH-SHIFT   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-610902,1,10/03/2020 08:23:53,Doc-172223"
"Production-600510-flush beveice-24-06-2019-,gloria.m,INJ-TECH-SHIFT   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-600510,1,24/06/2019 13:53:28,Doc-151596"
"Production-600508-פלש דיוויס-21-04-2021-,gloria.m,INJ-TECH   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-600508,1,21/04/2021 13:08:23,Doc-224009"
"DA-0236-531033-טופס חריגה מחלון עבודה,gloria.m,INJ-GLORIA-HP   C:\ePDM_Elcam\Documents\Injection\Master plan deviation approval\DA-0236-531033,1,02/11/2022 06:48:51,Doc-267872"
"Production-522116-1w-10-01-2023-4,gloria.m,INJ-GLORIA-HP   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-522116,1,10/01/2023 13:24:15,Doc-272158"
"DA-0234-531033-טופס חריגה מחלון עבודה,gloria.m,INJ-GLORIA-HP   C:\ePDM_Elcam\Documents\Injection\Master plan deviation approval\DA-0234-531033,1,02/11/2022 06:45:02,Doc-267870"
"DA-0251-531118-טופס חריגה מחלון עבודה,gloria.m,INJ-GLORIA-HP   C:\ePDM_Elcam\Documents\Injection\Master plan deviation approval\DA-0251-531118,1,30/01/2023 08:59:44,Doc-273969"
"AA241175836,guyp,MNENG-GUYP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\24 - Machine 24\11- station 5,-,30/08/2022 10:18:31,"
"HAJ01909971,guyp,MNENG-GUYP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HA - הרכבה ידנית\J0 - מתקני עזר\19 - מכונה מס'702 להרכבת וונטד על סטופקוק,A,27/04/2017 09:18:17,"
"DA030177026,guyp,MNENG-GUYP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\DA - דלתון הרכבה אוטומטית\03- Mach. 412\01 - תחנה 1,-,24/11/2022 09:48:21,"
"HD120139038,guyp,MNENG-GUYP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\12 - מתקן לחיתוך דיסקיות 712\01 - VER.3  YPTCA פגוש לחיתוך דיסקת,-,19/03/2018 10:03:58,"
"HD120139038,guyp,MNENG-GUYP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\12 - מתקן לחיתוך דיסקיות 712\01 - VER.3  YPTCA פגוש לחיתוך דיסקת,-,19/03/2018 10:05:08,"
"AA241175836,guyp,MNENG-GUYP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\24 - Machine 24\11- station 5,,30/08/2022 10:17:30,"
"AA241175836,guyp,MNENG-GUYP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\AA - הרכבה אוטומטית\24 - Machine 24\11- station 11,-,30/08/2022 10:14:58,"
"PRJ-0665-PureSite Closed Male Connector  MDR -Status meeting 21.12,hadass,PMO-HADAS-HP   C:\ePDM_Elcam\Projects\Non Projects Activities\ACT-0665-PureSite Closed Male Connector – MDR Submission\3-Design reviews\Meeting minutes & Correspondences\General meetings,,21/12/2022 11:31:54,"
"Technical Documentation OLAV - Documents Check list -  Internal Tasks lists (03.01.22),hadass,PMO-HADAS-HP   C:\ePDM_Elcam\Projects\Non Projects Activities\ACT-0665-PureSite Closed Male Connector – MDR Submission\2-Design input\Regulation,-,03/10/2022 12:07:53,Doc-248793"
"PRJ-0665-PureSite Closed Male Connector  MDR -Status meeting 17.1.23,hadass,PMO-HADAS-HP   C:\ePDM_Elcam\Projects\Non Projects Activities\ACT-0665-PureSite Closed Male Connector – MDR Submission\3-Design reviews\Meeting minutes & Correspondences\General meetings,-,17/01/2023 14:52:27,Doc-273451"
"Document list,haim.a,E3D-HAIM   C:\ePDM_Elcam\Projects\PRJ-0631-Genotropin Injector pen,-,04/07/2022 15:40:24,Doc-262283"
"Production-522116-1W-10-01-2023-,hany.h,INJ-TECH-W10   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-522116,1,10/01/2023 11:53:05,Doc-272150"
"Production-130430-flush device-30-12-2020-,hany.h,INJ-TECH   C:\ePDM_Elcam\Documents\Measurements\הזרקה\Production-130430,1,30/12/2020 15:09:08,Doc-200210"
"J0072877281.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice,,31/01/2023 09:52:03,"
"TSD1099-37(1)_TSD1099-37(1),hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\silicon dispenser,-,25/12/2022 10:03:04,"
"700533DB_700533DB,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\silicon dispenser,-,25/12/2022 10:03:04,"
"TS555R,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\silicon dispenser,-,25/12/2022 10:02:02,"
"PRT0033,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\sensor gluing\moving base\base gluing\clamp fo tranducer cap,-,13/02/2023 10:40:31,"
"PRT0032,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\sensor gluing\moving base\base gluing\clamp fo tranducer cap,-,13/02/2023 10:40:31,"
"J0072877296.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice,,31/01/2023 09:52:27,"
"J0072877279.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice,,31/01/2023 09:51:36,"
